nom,date_naissance,num_deptmt,num_circo,groupe_sigle,place_en_hemicycle,nb_mandats,mandat
Sereine Mauborgne,1972-05-03,83,4,la republique en marche,438.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Belkhir Belhaddad,1969-07-09,57,1,la republique en marche,472.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Lénaïck Adam,1992-02-19,973,2,la republique en marche,357.0,1,"[2018, 2019, 2020, 2021, 2022]"
Alain Perea,1971-06-05,11,2,la republique en marche,429.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Gérard Cherpion,1948-03-15,88,2,les republicains,116.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Guy Teissier,1945-04-04,13,6,les republicains,84.0,3,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jacques Marilossian,1958-07-26,92,7,la republique en marche,483.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jacqueline Maquet,1949-05-13,62,2,la republique en marche,442.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jean-Jacques Ferrara,1967-06-16,2A,1,les republicains,18.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jean-François Portarrieu,1965-10-14,31,5,la republique en marche,616.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Robin Reda,1991-05-10,91,7,les republicains,51.0,3,"[2017, 2018, 2019, 2020, 2021, 2022]"
Laurence Vanceunebrock,1970-05-06,03,2,la republique en marche,292.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Marie Lebec,1990-12-17,78,4,la republique en marche,338.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Valérie Petit,1976-06-23,59,9,alliance ecologiste independante,224.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Caroline Fiat,1977-01-28,54,6,la france insoumise,602.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Marc Delatte,1961-05-24,02,4,la republique en marche,565.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Sébastien Leclerc,1970-03-28,14,3,les republicains,1.0,1,"[2017, 2018, 2019, 2020]"
Olivier Damaisin,1966-08-05,47,3,la republique en marche,523.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Pierre Person,1989-01-22,75,6,la republique en marche,558.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jean-Louis Bourlanges,1946-07-13,92,12,mouvement democrate,165.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jean-Pierre Door,1942-04-01,45,4,les republicains,81.0,2,"[2018, 2019, 2020, 2021, 2022]"
Thierry Benoit,1966-09-13,35,6,union des democrates et independants,114.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Daniel Fasquelle,1963-01-16,62,4,les republicains,62.0,2,"[2017, 2018, 2019, 2020]"
Annie Vidal,1956-09-17,76,2,la republique en marche,433.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Fiona Lazaar,1985-09-19,95,5,la republique en marche,456.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Aude Bono-Vandorme,1962-08-03,02,1,la republique en marche,287.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Brigitte Liso,1959-07-29,59,4,la republique en marche,424.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Agnès Thill,1964-06-02,60,2,union des democrates et independants,122.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Bertrand Bouyx,1970-05-26,14,5,la republique en marche,439.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jean Terlier,1977-03-02,81,3,la republique en marche,457.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Ramlati Ali,1961-05-28,976,1,la republique en marche,306.0,1,"[2018, 2019, 2020, 2021, 2022]"
Danielle Brulebois,1947-07-04,39,1,la republique en marche,411.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Raphaël Gauvain,1973-04-10,71,5,la republique en marche,324.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Pacôme Rupin,1985-01-25,75,7,la republique en marche,423.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jacqueline Dubois,1957-05-28,24,4,la republique en marche,484.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Sébastien Cazenove,1976-12-28,66,4,la republique en marche,543.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Ludovic Mendes,1987-04-11,57,2,la republique en marche,450.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Nicolas Turquois,1972-07-26,86,4,mouvement democrate,265.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Stéphane Testé,1968-05-10,93,12,la republique en marche,380.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Éric Woerth,1956-01-29,60,4,la republique en marche,268.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Laurianne Rossi,1984-05-18,92,11,la republique en marche,441.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Blandine Brocard,1981-11-03,69,5,mouvement democrate,176.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
François Jolivet,1966-03-21,36,1,la republique en marche,606.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Guy Bricout,1944-02-18,59,18,union des democrates et independants,132.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Laurence Gayte,1965-09-25,66,3,la republique en marche,530.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jean-Louis Masson,1954-02-05,83,3,les republicains,152.0,2,"[2017, 2018, 2019, 2020]"
Michel Larive,1966-08-22,09,2,la france insoumise,630.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jean-Pierre Vigier,1969-10-22,43,2,les republicains,54.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Pierre Cordier,1972-05-27,08,2,les republicains,9.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
David Lorion,1964-10-15,974,4,les republicains,110.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Élodie Jacquier-Laforge,1978-04-15,38,9,mouvement democrate,184.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jean-Bernard Sempastous,1964-08-05,65,1,la republique en marche,313.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jacques Cattin,1958-06-04,68,2,les republicains,79.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Romain Grau,1974-06-21,66,1,la republique en marche,531.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Marie-Noëlle Battistel,1956-08-20,38,4,parti socialiste,513.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Anne Blanc,1966-07-20,12,2,la republique en marche,317.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Franck Marlin,1964-09-30,91,2,les republicains,7.0,1,"[2017, 2018, 2019, 2020]"
Bastien Lachaud,1980-08-05,93,6,la france insoumise,626.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Frédéric Petit,1961-02-10,999,7,mouvement democrate,260.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Thomas Gassilloud,1981-05-21,69,10,alliance ecologiste independante,145.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Hubert Wulfranc,1956-12-17,76,3,democratie et republique,584.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Didier Le Gac,1965-07-19,29,3,la republique en marche,333.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Nathalie Bassire,1968-01-22,974,3,les republicains,109.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Valérie Bazin-Malgras,1969-10-31,10,2,les republicains,119.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Marie-Ange Magne,1987-11-20,87,3,la republique en marche,327.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Christophe Arend,1975-08-12,57,6,la republique en marche,514.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Véronique Hammerer,1968-11-04,33,11,la republique en marche,326.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Alain Ramadier,1958-07-08,93,10,les republicains,48.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Danièle Hérin,1947-01-14,11,1,la republique en marche,436.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Sandrine Josso,1975-09-19,44,7,mouvement democrate,201.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Philippe Huppé,1968-02-12,34,5,alliance ecologiste independante,155.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Arnaud Viala,1974-12-04,12,3,les republicains,36.0,2,"[2017, 2018, 2019, 2020, 2021]"
Marie Guévenoux,1976-11-02,91,9,la republique en marche,348.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Guillaume Gouffier-Cha,1986-02-01,94,6,la republique en marche,420.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Michel Fanget,1950-05-03,63,4,mouvement democrate,175.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Samantha Cazebonne,1971-08-10,999,5,la republique en marche,399.0,0,"[2018, 2019, 2020, 2021]"
Damien Adam,1989-06-28,76,1,la republique en marche,319.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jean-Christophe Lagarde,1967-10-24,93,5,union des democrates et independants,125.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Philippe Chassaing,1972-05-18,24,1,la republique en marche,405.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Christophe Blanchet,1973-04-09,14,4,mouvement democrate,192.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Sylvie Charrière,1961-05-15,93,8,la republique en marche,561.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Michel Herbillon,1951-03-06,94,8,les republicains,11.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Bernard Brochand,1938-06-05,06,8,les republicains,82.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Philippe Dunoyer,1968-01-11,988,1,union des democrates et independants,120.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Sylvain Maillard,1974-04-28,75,1,la republique en marche,330.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Caroline Janvier,1982-03-09,45,2,la republique en marche,277.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Marie-Christine Verdier-Jouclas,1965-03-19,81,2,la republique en marche,370.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Catherine Kamowski,1958-04-08,38,5,la republique en marche,335.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Sophie Panonacle,1968-12-16,33,8,la republique en marche,281.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Bruno Le Maire,1969-04-15,27,1,la republique en marche,365.0,0,[2017]
Buon Tan,1967-03-10,75,9,la republique en marche,465.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Éric Girardin,1962-02-12,51,3,la republique en marche,463.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
François Pupponi,1962-07-31,95,8,mouvement democrate,216.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Denis Sommer,1957-09-23,25,3,la republique en marche,623.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Marc Le Fur,1956-11-28,22,3,les republicains,96.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Nicole Dubré-Chirat,1951-12-18,49,6,la republique en marche,302.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
François Ruffin,1975-10-18,80,1,la france insoumise,627.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Yannick Favennec-Bécot,1958-08-12,53,3,union des democrates et independants,187.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Patrick Mignola,1971-08-08,73,4,mouvement democrate,180.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Corinne Vignon,1963-06-10,31,3,la republique en marche,375.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Lise Magnier,1984-12-31,51,4,alliance ecologiste independante,157.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Ugo Bernalicis,1989-09-25,59,2,la france insoumise,629.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
François Cormier-Bouligeon,1972-11-19,18,1,la republique en marche,300.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jean-Louis Bricout,1957-12-27,02,3,parti socialiste,498.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Michèle Peyron,1961-07-22,77,9,la republique en marche,401.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
David Habib,1961-03-16,64,3,parti socialiste,506.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Geneviève Levy,1948-02-24,83,1,les republicains,87.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jean-Marie Sermier,1961-03-05,39,3,les republicains,78.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Véronique Riotton,1969-11-02,74,1,la republique en marche,431.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Philippe Berta,1960-04-11,30,6,mouvement democrate,164.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Patricia Mirallès,1967-08-22,34,1,la republique en marche,340.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Sonia Krimi,1982-12-20,50,4,la republique en marche,633.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Amélie de Montchalin,1985-06-19,91,6,la republique en marche,427.0,0,"[2017, 2018, 2019]"
Mustapha Laabid,1969-03-29,35,1,la republique en marche,557.0,0,"[2017, 2018, 2019, 2020, 2021]"
Marc Fesneau,1971-01-11,41,1,mouvement democrate,248.0,0,"[2017, 2018]"
Éric Bothorel,1966-10-20,22,5,la republique en marche,554.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Roland Lescure,1966-11-26,999,1,la republique en marche,349.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Charlotte Parmentier-Lecocq,1977-07-17,59,6,la republique en marche,393.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Agnès Firmin Le Bodo,1968-11-20,76,7,alliance ecologiste independante,158.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Fabienne Colboc,1971-08-09,37,4,la republique en marche,538.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Christophe Jerretie,1979-08-31,19,1,mouvement democrate,256.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Didier Martin,1956-08-20,21,1,la republique en marche,366.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Ericka Bareigts,1967-04-16,974,1,parti socialiste,505.0,1,"[2017, 2018, 2019, 2020]"
Jérôme Lambert,1957-06-07,16,3,parti socialiste,578.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Aude Luquet,1967-08-18,77,1,mouvement democrate,254.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jean-Luc Fugit,1969-11-27,69,11,la republique en marche,374.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Adrien Taquet,1977-01-03,92,2,la republique en marche,209.0,0,"[2017, 2018, 2019]"
Hervé Berville,1990-01-15,22,2,la republique en marche,412.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Yves Daniel,1954-07-31,44,6,la republique en marche,295.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Fabien Gouttefarde,1978-09-27,27,2,la republique en marche,415.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Pierre Cabaré,1957-12-12,31,1,la republique en marche,549.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Maurice Leroy,1959-02-02,41,3,union pour la democratie francaise,147.0,0,"[2017, 2018, 2019]"
Virginie Duby-Muller,1979-08-16,74,4,les republicains,95.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Joaquim Pueyo,1950-05-30,61,1,parti socialiste,516.0,2,"[2017, 2018, 2019, 2020]"
Patrick Vignal,1958-01-22,34,9,la republique en marche,389.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jacques Krabal,1948-04-10,02,5,la republique en marche,542.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Bérengère Poletti,1959-10-14,08,1,les republicains,22.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Yaël Braun-Pivet,1970-12-07,78,5,la republique en marche,481.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jimmy Pahun,1962-05-15,56,2,mouvement democrate,193.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Olivier Becht,1976-04-28,68,5,alliance ecologiste independante,223.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Maina Sage,1975-05-10,987,1,alliance ecologiste independante,141.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Claire O'Petit,1949-10-15,27,5,la republique en marche,304.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jean-Charles Colas-Roy,1978-05-02,38,2,la republique en marche,460.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Sabine Thillaye,1959-05-18,37,5,mouvement democrate,166.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Stéphane Demilly,1963-06-26,80,5,union des democrates et independants,125.0,2,"[2017, 2018, 2019, 2020]"
Laurence Trastour-Isnart,1972-03-06,06,6,les republicains,151.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Claude de Ganay,1953-09-05,45,3,les republicains,7.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Vincent Thiébaut,1972-05-23,67,9,la republique en marche,432.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jean-Pierre Pont,1950-05-09,62,5,la republique en marche,234.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Olivier Véran,1980-04-22,38,1,la republique en marche,540.0,0,"[2017, 2018, 2019, 2020]"
Anissa Khedher,1980-04-01,69,7,la republique en marche,573.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Gabriel Attal,1989-03-16,92,10,la republique en marche,453.0,1,"[2017, 2018]"
Jean-Yves Bony,1955-03-11,15,2,les republicains,2.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Frédéric Reiss,1949-11-12,67,8,les republicains,77.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Raphaël Gérard,1968-10-17,17,4,la republique en marche,392.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Sabine Rubin,1960-08-13,93,9,la france insoumise,628.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Éric Coquerel,1958-12-30,93,1,la france insoumise,610.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jean-Michel Jacques,1968-02-29,56,6,la republique en marche,404.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Thomas Rudigoz,1971-01-11,69,1,la republique en marche,546.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Monique Limon,1953-12-05,38,7,la republique en marche,382.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Guillaume Garot,1966-05-29,53,1,parti socialiste,500.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jean-Charles Larsonneur,1984-01-24,29,2,alliance ecologiste independante,146.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Erwan Balanant,1971-02-21,29,8,mouvement democrate,162.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Emmanuel Maquet,1968-06-02,80,3,les republicains,49.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Stéphane Peu,1962-07-24,93,2,democratie et republique,589.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Brahim Hammouche,1971-05-17,57,8,mouvement democrate,182.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Barbara Pompili,1975-06-13,80,2,la republique en marche,348.0,0,"[2017, 2018, 2019, 2020]"
Michel Zumkeller,1966-01-21,90,2,union des democrates et independants,134.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Fannette Charvier,1984-12-31,25,1,la republique en marche,528.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Fabien Di Filippo,1986-08-23,57,4,les republicains,13.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Julien Aubert,1978-06-11,84,5,les republicains,136.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Aina Kuric,1987-05-15,51,2,alliance ecologiste independante,236.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Pierre-Yves Bournazel,1977-08-31,75,18,alliance ecologiste independante,225.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Valérie Lacroute,1965-10-29,77,2,les republicains,15.0,2,"[2017, 2018, 2019, 2020]"
Valérie Rabault,1973-04-25,82,1,parti socialiste,499.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Anne-France Brunet,1962-06-12,44,3,la republique en marche,550.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Thierry Robert,1977-04-01,974,7,mouvement democrate,258.0,2,"[2017, 2018]"
Célia de Lavergne,1979-11-21,26,3,la republique en marche,473.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Fabien Roussel,1969-04-16,59,20,democratie et republique,590.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Gilles Le Gendre,1958-05-13,75,2,la republique en marche,428.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Christine Cloarec-Le Nabour,1964-10-28,35,5,la republique en marche,301.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
M'jid El Guerrab,1983-04-25,999,9,alliance ecologiste independante,237.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Mathilde Panot,1989-01-15,94,10,la france insoumise,604.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Bruno Bonnell,1958-10-06,69,6,la republique en marche,272.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Christine Pires Beaune,1964-10-06,63,2,parti socialiste,507.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
François André,1967-07-19,35,3,la republique en marche,276.0,1,"[2017, 2018, 2019, 2020]"
Alexandre Holroyd,1987-05-17,999,3,la republique en marche,298.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Marjolaine Meynier-Millefert,1982-09-30,38,10,la republique en marche,279.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jean-Claude Bouchet,1957-05-02,84,2,les republicains,52.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Claude Goasguen,1945-03-12,75,14,les republicains,93.0,2,"[2017, 2018, 2019, 2020]"
Yannick Haury,1954-06-12,44,9,la republique en marche,566.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Gaël Le Bohec,1977-11-04,35,4,la republique en marche,537.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Frédéric Barbier,1960-08-30,25,4,la republique en marche,230.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Luc Carvounas,1971-06-08,94,9,parti socialiste,517.0,2,"[2017, 2018, 2019, 2020]"
Josy Poueyto,1954-01-13,64,1,mouvement democrate,263.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Philippe Bolo,1967-03-25,49,7,mouvement democrate,253.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Éric Diard,1965-07-21,13,12,les republicains,15.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Guillaume Larrivé,1977-01-24,89,1,les republicains,83.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Patrice Perrot,1964-02-24,58,2,la republique en marche,547.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Catherine Fabre,1978-09-19,33,2,la republique en marche,406.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Nadia Ramassamy,1961-05-17,974,6,les republicains,44.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Pierre Dharréville,1975-06-15,13,13,democratie et republique,592.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Stéphanie Rist,1973-08-06,45,1,la republique en marche,607.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Gilles Lurton,1963-07-06,35,7,les republicains,10.0,2,"[2017, 2018, 2019, 2020]"
Hugues Renson,1978-02-11,75,13,la republique en marche,416.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Daniel Labaronne,1955-07-16,37,2,la republique en marche,342.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Lionel Causse,1971-05-06,40,2,la republique en marche,362.0,2,"[2017, 2018, 2019, 2020, 2021, 2022]"
Thierry Michels,1960-08-27,67,1,la republique en marche,445.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Florence Granjus,1962-05-17,78,12,la republique en marche,284.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Aurélien Pradié,1986-03-14,46,1,les republicains,38.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Jacques Maire,1962-04-04,92,8,la republique en marche,297.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Isabelle Rauch,1968-08-10,57,9,la republique en marche,273.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
Benoit Potterie,1967-07-23,62,8,alliance ecologiste independante,227.0,0,"[2017, 2018, 2019, 2020, 2021, 2022]"
Paul Christophe,1971-02-10,59,14,alliance ecologiste independante,143.0,1,"[2017, 2018, 2019, 2020, 2021, 2022]"
